__:__:__,総合工学基礎:複数教員:社会人基礎力講座は遠隔 テスタ制作は対面 (3-103 6-203 3-109),総合工学基礎:複数教員:社会人基礎力講座は遠隔 テスタ制作は対面 (3-103 6-203 3-109),(一部学生対象) 総合工学基礎:那須 他:3-103
__:__:__,保健体育Ⅰ:兼村 東畑:対面 (体育館等),基礎数学Ｂ:柏葉:11-301,国語Ⅰ/英語ＢⅠ:伊勢/福地:対面 (1-2教室(国語)/11-103(英語ＢⅠ))
__:__:__,基礎数学Ａ:加賀谷:遠隔
__:__:__,総合工学基礎:複数教員:社会人基礎力講座は遠隔 テスタ制作は対面 (3-103 6-203 3-109),総合工学基礎:複数教員:社会人基礎力講座は遠隔 テスタ制作は対面 (3-103 6-203 3-109),(Ⅲ-C) 総合工学基礎:熊谷:3-103
__:__:__,国語Ⅰ/英語ＢⅠ:伊勢/福地:対面 (1-2教室(国語Ⅰ)/11-103(英語ＢⅠ)),[選] 芸術:横山:2-102,基礎数学Ｂ:柏葉:11-301
