__:__:__,電磁気学:柏葉:対面 (11-301),健康とスポーツ:兼村:対面 (体育館等),電子機器設計基礎:末永:対面 (11-202 5-102),第Ⅰ類実験Ⅰ:__:__
__:__:__
__:__:__
総合英語Ⅰ:ワーナー川原:遠隔,ソフトウェア工学基礎:藤原:遠隔
__:__:__,電子機器設計基礎:末永:対面 (11-202 5-102),電子機器設計基礎:末永:対面 (11-202 5-102)
