__:__:__,総合工学基礎:複数教員:対面 (複数教室),総合工学基礎:複数教員:対面 (複数教室),HR:__:対面 (教室等)
英語ＡⅠ:竹内:遠隔,現代社会:久保田:遠隔,基礎数学Ａ:加賀谷:遠隔,基礎数学Ａ:加賀谷:遠隔
__:__:__,保健体育Ⅰ:兼村 東畑:対面,英語ＢⅠ/国語Ⅰ:福地 伊勢:対面 (11-103(英語ＢⅠ)/1-1教室(国語Ⅰ)),基礎数学Ｂ:柏葉:対面 (教室)
化学Ⅰ:小松:遠隔,コンピュータリテラシ:岡本 藤原:遠隔,基礎数学Ｂ:柏葉:遠隔,地理:矢澤:遠隔
__:__:__,芸術:横山:対面 (2-102),英語ＢⅠ/国語Ⅰ:福地 伊勢:対面 (11-103(英語ＢⅠ)/1-1教室(国語Ⅰ)),__:__:__
